C14ID,Period,C14Age,C14SD,LabCode,PhaseCode,SiteID,Material,MaterialSpecies,RectID
1387,NULL,4490,60,GrN-12263,GITT1,S2020,charcoal,NULL,1761
1388,MN,4490,60,H 922-1283,SUTE,S3108,charcoal,NULL,1492
1389,LN,4490,23,Hd-16962,CALD1,S1429,human bone,Homo sapiens,1902
1390,NULL,4485,85,Hv-15766,GROE1,S2090,human bone,Homo sapiens,1834
1391,LN,4483,76,KN-4898,WALF1,S4183,bone,NULL,1908
1392,NULL,4480,75,UZ-4088,GRO3,S2086,human bone,Homo sapiens,1562
1393,NULL,4480,60,GrN-11766,HEEK1,S2216,charcoal,NULL,1760
1394,LN,4477,20,Hd-19181,MADG,S2896,bone,NULL,1769
1395,LN,4475,45,GrN-8255,SCHN2,S3695,charcoal,NULL,1905
1396,LN,4460,40,GrN-9148,NIED2,S3118,human bone,Homo sapiens,1905
1397,LN,4458,45,KN-4900,WALF1,S4183,bone,NULL,1908
1398,LN,4450,65,KI-1822,ATT1,S1148,charcoal,NULL,1832
1399,LN,4445,32,GrN-9149,SCHN2,S3695,human bone,Homo sapiens,1905
1401,LN,4432,40,H-7442,OBRS2,S3164,charcoal,NULL,2254
1402,NULL,4430,90,Hv-17633,GRSE1,S2091,bone,NULL,1834
1403,LN,4430,60,Bln-1779,ROTZ1,S3538,charcoal,NULL,1908
1404,LN,4430,45,GrN-7556,HM3,S2230,NULL,NULL,2252
1405,NULL,4424,27,KIA-6988,ODG1,S3169,charcoal,NULL,1834
1406,LN,4420,35,GrN-14426,GALG,S2422,charcoal,NULL,2253
1407,NULL,4415,110,Hv-17636,GRSE1,S2091,human bone,Homo sapiens,1834
1408,LN,4412,48,KN-5016,PEIS1,S3273,bone,NULL,1839
1409,LN,4412,34,Hd-16996,CALB,S1431,charcoal,Fraxinus sp.,1902
1410,LN,4412,22,Hd-17022,CALD2,S1430,human bone,Homo sapiens,1902
1411,LN,4406,26,Hd-19347,BARL1,S1217,bone,NULL,1769
1412,NULL,4400,85,Hv-15767,GROE1,S2090,human bone,Homo sapiens,1834
1413,LN,4400,80,UtC-3323,CALB,S1431,charred plant macrofossils,Cereals,1902
1414,NULL,4400,60,GrN-11764,HEEK1,S2216,charcoal,NULL,1760
1415,LN,4389,40,UtC-3951,LOHR,S2840,charcoal,NULL,1970
1417,LN,4385,35,GrN-12702,GALG,S2422,charcoal,NULL,2253
1418,LN,4380,100,Hv-582,PVST1,S3289,charcoal,NULL,1630
1419,LN,4376,36,KN-4503,WARB1,S4192,human bone,Homo sapiens,1902
1420,LN,4363,43,KN-5014,PEIS1,S3273,bone,NULL,1839
1421,LN,4351,30,KN-4597,WARB3,S4194,human bone,Homo sapiens,1902
1422,LN,4348,57,Hd-16974,WITT,S4237,charcoal,"Quercus sp., Pomoideae",1970
1423,NULL,4340,75,UZ-4089,LIEP,S2800,human bone,Homo sapiens,1565
1424,LN,4340,45,Hd-14711,SEES,S3711,wood,NULL,2317
1425,LN,4340,40,GrN-6425,HM3,S2230,charcoal,NULL,2252
1426,LN,4335,70,Hd-14712,SEES,S3711,wood,NULL,2317
1427,LN,4333,43,KN-4781,CALB,S1431,animal bone,Bos primigenius,1902
1428,LN,4330,55,KN-2461,PVST1,S3289,charcoal,NULL,1630
1429,LN,4327,35,H-7412,RIKO1,S3471,charcoal,NULL,2253
1430,LN,4325,31,Hd-18703,BIE1,S1294,human bone,Homo sapiens,1493
1431,LN,4324,42,KN-4498,WEWL1,S4225,human bone,Homo sapiens,1832
1432,LN,4321,30,KN-4505,ATTN1,S1149,human bone,Homo sapiens,1832
1433,LN,4320,195,Hv-19720,EINB2,S1801,charcoal,NULL,1834
1434,LN,4319,23,Hd-17559,LHAS,S2838,bone,NULL,1902
1435,LN,4315,170,Hv-19719,EINB2,S1801,charcoal,NULL,1834
1436,LN,4310,60,GrN-14429,GALG,S2422,charcoal,NULL,2253
1437,LN,4307,45,H-7411,RIKO1,S3471,charcoal,NULL,2253
1438,LN,4305,35,GrN-8689,HM3,S2230,NULL,NULL,2252
1439,LN,4305,25,Hd-19045,BARL1,S1217,bone,NULL,1769
1440,EBA,4302,75,H-1039/1547,DOTL1,S1742,charcoal,NULL,1693
1441,LN,4300,50,Hd-14713,SEES,S3711,wood,NULL,2317
1442,LN,4291,42,KN-4903,DERE1,S1693,bone,NULL,1836
1443,LN,4290,100,KI-2009,FLNT2,S1915,NULL,NULL,1490
1444,LN,4290,70,UtC-3322,CALC,S1431,charred plant macrofossils,Hordeum sp.,1902
1445,LN,4290,45,GrN-12562,GALG,S2422,charcoal,NULL,2253
1446,NULL,4285,145,Hv-13573,ODG1,S3169,charcoal,NULL,1834
1447,LN,4285,85,UB-2551,GALG,S2422,charcoal,NULL,2253
1448,LN,4283,38,Hd-17024,BORG1,S2089,human bone,Homo sapiens,1833
1449,NULL,4280,70,Bln-3952,LIEP,S2800,bone,NULL,1565
1450,LN,4280,35,GrN-12701,GALG,S2422,charcoal,NULL,2253
1451,LN,4275,50,Hd-14660,AGR,S1066,wood,NULL,2317
1452,LN,4272,40,H-7583,WOLP1,S4240,wood,NULL,2386
1453,LN,4270,55,KN-2459,PVST1,S3289,charcoal,NULL,1630
1454,LN,4265,50,Hd-15016,AGR,S1066,wood,NULL,2317
1455,LN,4255,40,GrN-12561,GALG,S2422,charcoal,NULL,2253
1456,LN,4252,70,H-7443,OBRS2,S3164,charcoal,NULL,2254
1457,LN,4252,35,H-7409,RIKO1,S3471,charcoal,NULL,2253
1458,LNEBA,4250,100,Bln-472,GNW1,S2030,charcoal,NULL,1494
1459,LN,4245,50,GrN-14427,GALG,S2422,charcoal,NULL,2253
1460,NULL,4240,60,GrN-12414,NOTT3,S3145,charcoal,NULL,1829
1461,LN,4240,45,Hd-11762,ALL1,S1067,wood,NULL,2317
1462,LN,4227,35,KN-5015,PEIS1,S3273,bone,NULL,1839
1463,LN,4227,32,KN-4908,KOTH3,S2429,bone,NULL,1838
1464,LN,4225,30,GrN-12700,GALG,S2422,charcoal,NULL,2253
1465,LN,4220,70,Bln-2371,WALB1,S4185,charcoal,NULL,1974
1466,LN,4220,55,GrN-5732,HM3,S2230,charcoal,NULL,2252
1467,LN,4220,55,Hd-14754,SEES,S3711,wood,NULL,2317
1468,LN,4219,54,KN-4896,GRZG1,S2050,human bone,Homo sapiens,1838
1469,LN,4210,60,GrN-12564,GALG,S2422,charcoal,NULL,2253
1470,LN,4202,69,Hd-16976,WITT,S4237,charcoal,"Quercus sp., Tilia sp., Acer sp.",1970
1471,LN,4195,30,Hd-14603,AGR,S1066,wood,NULL,2317
1472,LN,4192,40,H-7574,WOLP1,S4240,wood,NULL,2386
1473,LN,4190,84,KN-3313,TAUBGA,S3948,human bone,Homo sapiens,2110
1474,LN,4185,60,Bln-1346,GRSR1,S2092,human bone,Homo sapiens,1837
1475,LN,4185,45,Hd-11751,ALL1,S1067,wood,NULL,2317
1476,EBA,4182,110,H-556/483,HOLZ1,S2250,charcoal,NULL,1693
1477,LN,4181,22,Hd-17158,RMKW2,S3476,human bone,Homo sapiens,2254
1478,EBA,4180,45,GrN-7518,BORK1,S1340,charcoal,NULL,1828
1479,LN,4180,45,Hd-11752,ALL1,S1067,wood,NULL,2317
1480,LN,4180,35,KIA-8109c,RMLG1,S3457,NULL,NULL,1767
1481,LN,4175,45,Hd-11761,ALL1,S1067,wood,NULL,2317
1482,LN,4170,45,KN-4901,WALF1,S4183,bone,NULL,1908
1483,LN,4162,54,KN-4905,MUCH1,S3062,human bone,Homo sapiens,1907
1484,LN,4161,27,Hd-17332,AMM1,S1079,animal bone,"Bos sp., Ovis sp./Capra sp., Cervus elaphus, Sus scrofa",1904
1485,LN,4160,50,KN-3056,LHAS,S2838,bone,NULL,1902
1486,LN,4150,60,GrN-12563,GALG,S2422,charcoal,NULL,2253
1487,MN,4150,45,KI-4060,WSX1,S4189,plant macrofossils,Corylus avellana,1491
1488,MN,4150,40,KI-4061,WSX1,S4189,plant macrofossils,Corylus avellana,1491
1489,LN,4149,35,Hd-13044,SEEA,S3710,wood,NULL,2317
1490,LN,4140,80,Hv-18050,MOLZ1,S3010,charcoal,NULL,1629
1491,LN,4130,55,KN-2460,PVST1,S3289,charcoal,NULL,1630
1492,LN,4127,37,Hd-15774,NAS1,S3094,bone,NULL,1561
1493,LN,4112,54,KN-4895,DEES1,S1680,human bone,Homo sapiens,1837
1494,NULL,4110,155,Hv-17634,GRSE1,S2091,human bone,Homo sapiens,1834
1495,LN,4110,39,KN-5012,KOTH3,S2429,bone,NULL,1838
1496,LN,4106,37,Hd-15772,KLNZ1,S2408,bone,NULL,1496
1497,LN,4105,26,Hd-16972,LOHN,S2839,human bone,Homo sapiens,1902
1498,LN,4100,41,Bln-4709,OSCH1,S3212,bone,NULL,1768
1499,MN,4100,40,KIA-408,WSX1,S4189,wood,NULL,1491
1500,LN,4096,45,Hd-13061,SEEA,S3710,wood,NULL,2317
1501,LN,4091,46,UtC-9258,AHL1,S1043,food residue,NULL,1696
1502,LN,4084,27,KN-4904,DERE1,S1693,bone,NULL,1836
1503,LN,4082,60,H-1036/1396,ANG2,S1085,charcoal,NULL,1971
1504,MN,4080,70,Bln-3879,GOW,S2024,bone,NULL,1636
1505,LN,4080,20,KIA-162,BLEC1,S1317,human bone,Homo sapiens,1837
1506,LN,4075,50,KI-2007,FLNT2,S1915,NULL,NULL,1490
1507,LN,4071,41,KN-4894,Aug-01,S1151,human bone,Homo sapiens,1838
1508,NULL,4070,200,KN-2708,NULL,S1362,bone,NULL,1835
1509,MN,4070,50,KI-4125,WSX1,S4189,charcoal,NULL,1491
1510,MN,4060,95,KI-4144,ERF,S1841,human bone,Homo sapiens,1975
1511,LN,4058,40,Hd-13043,SEEA,S3710,wood,NULL,2317
1512,LN,4050,38,Hd-16971,FLCH1,S1887,animal bone,Bos sp.,1904
1513,LN,4050,25,Hd-14010-13871,TAUBDIT,S3947,human bone,Homo sapiens,2110
1514,LN,4040,100,Fra-86,AUB1,S1399,animal bone,Bos sp.,2110
1515,LN,4040,45,KI-4140,AULE1,S1152,bone,NULL,1905
1516,MN,4040,45,KI-4143,ERF,S1841,human bone,Homo sapiens,1975
1517,LN,4024,27,Hd-19634,MUCH2,S3062,human bone,Homo sapiens,1907
1518,LN,4015,140,Hv-18054,MOLZ1,S3010,charcoal,NULL,1629
1519,LN,4015,25,Hd-14009-13748,TAUBDIT,S3947,human bone,Homo sapiens,2110
1520,LN,4010,120,UtC-3321,WITT,S4237,charcoal,Prunus sp.,1970
1521,LN,4010,95,Hv-18045,RIPF1,S3489,charcoal,NULL,1698
1522,LN,4010,45,Hd-14008-13651,TAUBDIT,S3947,human bone,Homo sapiens,2110
1523,LN,4005,65,Bln-942,QUDG1,S3411,charcoal,NULL,1837
1525,LN,3990,140,Hv-19725,SALZ,S3645,bone,NULL,1834
1526,NULL,3980,50,Bln-3252,NULL,S3574,charcoal,NULL,1842
1527,EBA,3965,170,H-28/33,HEID1,S2219,NULL,NULL,1558
1528,LN,3962,100,H-208/236,WELU1,S4214,plant macrofossils,Cereals,1907
1529,LN,3960,85,KI-4139,ABSG,S1026,human bone,Homo sapiens,1905
1530,LN,3960,40,KI-4158,STRF1,S3885,human bone,Homo sapiens,1905
1531,LN,3950,215,Hv-18044,RIPF1,S3489,charcoal,NULL,1698
1532,LN,3943,60,Bln-1472,ROSN1,S3541,NULL,NULL,1906
1533,LN,3942,45,H-7582,WOLP1,S4240,wood,NULL,2386
1534,LN,3942,24,Hd-19048,LOBN1,S2828,human bone,Homo sapiens,1838
1535,LN,3939,45,KI-4141,AULE1,S1152,bone,NULL,1905
1536,LN,3935,20,Hd-14012-13603,TAUBDIT,S3947,human bone,Homo sapiens,2110
1537,LN,3930,96,KN-3315,TAUBKI,S3950,human bone,Homo sapiens,2110
1538,LN,3930,45,KI-4157,STOT1,S3883,human bone,Homo sapiens,1905
1539,LN,3920,50,KI-4147,GROSS1,S2087,human bone,Homo sapiens,1906
1540,LN,3910,81,KN-3308,TAUBIM,S3949,human bone,Homo sapiens,2110
1541,NULL,3910,45,KI-4151,NULL,S4213,human bone,Homo sapiens,1975
1543,LN,3905,35,Hd-14011-13896,TAUBDIT,S3947,human bone,Homo sapiens,2110
1544,LN,3900,80,Hv-16693,SALZ,S3645,bone,NULL,1834
1545,LN,3900,80,Hv-19726,SALZ,S3645,bone,NULL,1834
1546,LN,3890,35,KI-4153,ORLI1,S3207,human bone,Homo sapiens,1906
1547,LN,3890,35,KI-4155,STOT1,S3883,human bone,Homo sapiens,1905
1548,LN,3885,40,GrN-7159,HM3,S2230,charcoal,NULL,2252
1549,LN,3876,52,KN-4893,HAU1,S2197,human bone,Homo sapiens,1837
1550,EBA,3875,75,Hv-5951,WALN1,S4184,charcoal,NULL,1625
1551,LN,3875,40,KN-4891,BRAU1,S1358,human bone,Homo sapiens,1976
1552,EBA,3871,22,Hd-19285,BERN2,S1281,human bone,Homo sapiens,1838
1553,EBA,3870,30,GrN-23312,RTHM2,S3436,human bone,Homo sapiens,1981
1554,LN,3865,250,Hv-16692,SALZ,S3645,charcoal,NULL,1834
1555,LN,3860,84,KN-3309,TAUBIM,S3949,human bone,Homo sapiens,2110
1556,NULL,3860,40,KIA-3105,HELE,S2218,human bone,Homo sapiens,1699
1557,LN,3850,35,KI-4156,STOT1,S3883,human bone,Homo sapiens,1905
1558,NULL,3840,70,Bln-3288,NULL,S3574,charcoal,NULL,1842
1559,NULL,3840,50,Bln-3287,NULL,S3574,charcoal,NULL,1842
1560,LN,3840,50,KI-4145,ERMS1,S1847,human bone,Homo sapiens,1974
1561,LN,3836,39,KN-4906,GAT1,S1984,bone,NULL,1837
1562,LN,3834,39,KN-4892,DROS1,S1751,human bone,Homo sapiens,1838
1563,LN,3830,88,KN-3314,TAUBKI,S3950,human bone,Homo sapiens,2110
1565,LN,3830,18,Hd-18963,DROS1,S1751,bone,NULL,1838
1566,LN,3820,84,KN-3316,TAUBIM,S3949,human bone,Homo sapiens,2110
1567,LN,3820,30,KIA-3943,BRUN1,S1384,human bone,Homo sapiens,1699
1568,LN,3810,106,Bln-1097,KLNU1,S2407,charcoal,NULL,1563
1569,NULL,3810,88,Bln-3914,NULL,S4200,bone,NULL,1564
1570,EBA,3810,27,Hd-19165,EGEL1,S1790,human bone,Homo sapiens,1837
1571,EBA,3810,24,Hd-19265,HEDR1,S2215,human bone,Homo sapiens,1837
1572,EBA,3805,50,Bln-1447,LOBN,S2828,NULL,NULL,1838
1574,LN,3800,60,KN-2400,KUMM,S2443,bone,NULL,2044
1575,LN,3800,45,KI-4154,STOT1,S3883,human bone,Homo sapiens,1905
1576,EBA,3797,22,Hd-18728,EGEL1,S1790,bone,NULL,1837
1577,NULL,3790,70,KI-3632,NULL,S1915,charcoal,NULL,1490
1578,EBA,3761,41,KN-5018,BERN3,S1282,human bone,Homo sapiens,1838
1579,LN,3760,45,KI-4146,GREU1,S2071,human bone,Homo sapiens,1905
1580,EBA,3758,21,Hd-19207,EGLN2,S1791,human bone,Homo sapiens,1837
1581,EBA,3748,25,Hd-18825,GRON1,S2081,human bone,Homo sapiens,1838
1582,EBA,3738,42,KN-4865,EGEL1,S1790,human bone,Homo sapiens,1837
1583,EBA,3733,54,Hd-19333,KOTH2,S2429,human bone,Homo sapiens,1838
1584,LN,3728,48,KN-4886,ASP1,S1135,human bone,Homo sapiens,1836
1585,LN,3720,84,KN-3310,TAUBIM,S3949,human bone,Homo sapiens,2110
1586,EBA,3715,150,H-27/25,HEID1,S2219,NULL,NULL,1558
1587,LN,3715,80,Hv-18049,MOLZ1,S3010,charcoal,NULL,1629
1588,LN,3700,78,KN-3312,TAUBIM,S3949,human bone,Homo sapiens,2110
1589,EBA,3700,25,Hd-18738,CORM2,S1599,human bone,Homo sapiens,1838
1590,LN,3697,18,Hd-16963,LHAS,S2838,bone,NULL,1902
1591,EBA,3690,55,KN-2398,DEGG1,S1682,bone,NULL,2254
1592,EBA,3690,35,KI-4258,BAA1,S1176,bone,NULL,1838
1593,EBA,3686,25,Hd-19294,HOHN1,S2246,human bone,Homo sapiens,1768
1594,EBA,3684,26,Hd-19266,HOHN1,S2246,human bone,Homo sapiens,1768
1595,EBA,3679,33,Hd-19164,EGL1,S1789,human bone,Homo sapiens,1837
1596,LN,3670,50,Bln-3992,STRK1,S3882,human bone,Homo sapiens,1773
1597,EBA,3628,29,Hd-19334,HOHN1,S2246,human bone,Homo sapiens,1768
1598,NULL,3620,60,KI-3630,NULL,S1915,charcoal,NULL,1490
1599,EBA,3594,32,Hd-19223,HOHN1,S2246,human bone,Homo sapiens,1768
1600,EBA,3575,28,Hd-18727,BERN1,S1280,human bone,Homo sapiens,1838
1601,EBA,3570,40,KIA-3108,KOTH1,S2429,human bone,Homo sapiens,1838
1602,NULL,3565,75,Hv-18041,NULL,S3489,charcoal,NULL,1698
1603,LN,3560,75,Hv-18048,MOLZ2,S3010,charcoal,NULL,1629
1604,LN,3520,81,KN-3311,TAUBIM,S3949,human bone,Homo sapiens,2110
1605,EBA,3517,21,Hd-18744,CORM3,S1599,human bone,Homo sapiens,1838
1606,NULL,3500,30,KIA-4233,NULL,S4213,human bone,Homo sapiens,1975
1607,NULL,3470,60,KI-3647,NULL,S1915,charcoal,NULL,1490
1608,NULL,3460,55,KI-3655,NULL,S1915,charcoal,NULL,1490
1610,NULL,3340,90,Hv-6907,NULL,S2143,charcoal,NULL,1627
1738,UN,4470,95,OxA-3537,NULL,S3751,wood,Rosaceae,905
1996,EN,6270,40,B-4564,CASG1,S1482,NULL,NULL,2591
1997,EN,6270,40,B-4565,CASG1,S1482,charcoal,NULL,2591
2059,EN,5980,130,B-4008,SIPL1,S4995,NULL,NULL,2588
2070,EN,5950,90,B-6259,ST1,S3776,NULL,NULL,2588
2071,EN,5950,40,B-6258,ST1,S3776,NULL,NULL,2588
2187,EN,5410,100,B-4563,CASG1,S1482,NULL,NULL,2591
2217,MN,5150,60,B-4561,CASG3,S1482,charcoal,NULL,2591
2241,MLN,4980,30,B-4562,CASG4,S1482,charcoal,NULL,2591
2466,UM,9970,80,Beta-131915,NULL,S1704,charcoal,NULL,2103
2467,UM,9850,70,Beta-191914,NULL,S1704,charcoal,NULL,2103
2468,UM,9830,80,Beta-131916,NULL,S1704,charcoal,NULL,2103
2469,UM,9560,70,Beta-191913,NULL,S1704,charcoal,NULL,2103
2470,UM,9450,80,Beta-131912,NULL,S1704,charcoal,NULL,2103
2471,UM,8870,85,Lv-1453,NULL,S1019,charcoal,Corylus sp.,2103
2491,UM,9470,70,GrN-11996,NULL,S2273,NULL,NULL,1621
2492,UM,9240,70,GrN-15311,NULL,S2270,NULL,NULL,1621
2493,UM,9110,60,GrN-29158,NULL,S3778,charcoal,NULL,1619
2494,UM,9110,45,GrN-13751,NULL,S4069,charcoal,NULL,1621
2495,UM,9045,45,GrN-12707,NULL,S4171,NULL,NULL,1621
2496,UM,8800,50,GrN-22708,NULL,S4069,charred plant macrofossils,Corylus avellana,1621
2497,UM,8770,50,GrN-22707,NULL,S4069,charred plant macrofossils,Corylus avellana,1621
2498,UM,8705,75,GrN-5997,NULL,S1004,charcoal,NULL,1894
2499,UM,8680,140,GrN-21387,NULL,S1397,charcoal,NULL,1756
2500,UM,8640,40,GrN-13746,NULL,S3568,NULL,NULL,1621
2501,UM,8620,80,GrN-6470,NULL,S3764,NULL,NULL,1620
2502,UM,8580,40,GrN-29157,NULL,S3778,charcoal,NULL,1619
2503,UM,8550,75,GrN-5996,NULL,S1004,charcoal,NULL,1894
2504,UM,8490,50,GrN-18839,NULL,S4069,charcoal,NULL,1621
2505,UM,8480,90,GrN-4057,NULL,S1258,charcoal,NULL,1689
2506,UM,8415,40,GrN-18840,NULL,S4069,charcoal,NULL,1621
2507,UM,8370,50,GrN-6025,NULL,S4206,charcoal,NULL,1965
2508,UM,8335,35,GrN-15314,NULL,S3567,NULL,NULL,1621
2509,UM,8320,50,GrN-18835,NULL,S4069,charcoal,NULL,1621
2510,UM,8310,120,GrN-18190,NULL,S1397,charcoal,NULL,1756
2511,UM,8300,50,GrN-18825,NULL,S4069,charcoal,NULL,1621
2512,UM,8275,35,GrN-8080,NULL,S1707,charcoal,NULL,1689
2513,UM,8260,50,GrN-18834,NULL,S4069,charcoal,NULL,1621
2514,UM,8260,30,GrN-18822,NULL,S4069,charcoal,NULL,1621
2515,UM,8240,80,GrN-18836,NULL,S4069,charcoal,NULL,1621
2516,UM,8230,45,GrN-13750,NULL,S4069,charcoal,NULL,1621
2517,UM,8230,25,GrN-18831,NULL,S4069,charcoal,NULL,1621
2518,UM,8220,50,GrN-18794,NULL,S2272,NULL,NULL,1621
2519,UM,8185,30,GrN-18824,NULL,S4069,charcoal,NULL,1621
2520,UM,8145,25,GrN-18829,NULL,S4069,charcoal,NULL,1621
2521,UM,8135,25,GrN-18827,NULL,S4069,charcoal,NULL,1621
2522,UM,8130,55,GrN-18082,NULL,S3797,charcoal,NULL,1619
2523,UM,8115,35,GrN-18833,NULL,S4069,charcoal,NULL,1621
2524,UM,8115,25,GrN-18823,NULL,S4069,charcoal,NULL,1621
2525,UM,8110,50,GrN-18826,NULL,S4069,charcoal,NULL,1621
2526,UM,8110,50,GrN-18828,NULL,S4069,charcoal,NULL,1621
2527,UM,8090,35,GrN-18821,NULL,S4069,charcoal,NULL,1621
2528,UM,8090,30,GrN-15313,NULL,S4069,charcoal,NULL,1621
2529,UM,8080,45,GrN-13749,NULL,S4169,NULL,NULL,1621
2530,UM,8075,50,GrN-6840,NULL,S2159,charcoal,NULL,1825
2531,UM,8050,50,GrN-12023,NULL,S1339,charcoal,NULL,1894
2532,UM,8020,50,GrN-18838,NULL,S4069,charcoal,NULL,1621
2533,UM,7960,70,GrN-1509,NULL,S3765,charcoal,NULL,1620
2534,UM,7955,45,GrN-18832,NULL,S4069,charcoal,NULL,1621
2535,UM,7940,45,GrN-8680,NULL,S3962,charcoal,NULL,1617
2536,UM,7920,50,GrN-18830,NULL,S4069,charcoal,NULL,1621
2537,UM,7905,50,GrN-15312,NULL,S2271,NULL,NULL,1621
2538,UM,7870,50,GrN-7458,NULL,S3962,charcoal,NULL,1617
2539,UM,7870,50,GrN-18837,NULL,S4069,charcoal,NULL,1621
2541,UM,7855,45,GrN-7502,NULL,S2201,charcoal,NULL,1689
2542,UM,7850,50,GrN-6453,NULL,S1337,charcoal,NULL,1690
2543,UM,7790,95,GrN-5771,NULL,S1744,charcoal,NULL,1620
2544,UM,7785,50,GrN-13745,NULL,S3568,NULL,NULL,1621
2545,UM,7710,30,GrN-18878,NULL,S4170,NULL,NULL,1621
2546,UM,7640,50,GrN-6549,NULL,S1337,charcoal,NULL,1690
2547,UM,7620,60,GrN-15310,NULL,S1246,NULL,NULL,1621
2548,UM,7615,40,GrN-13747,NULL,S3567,NULL,NULL,1621
2549,UM,7570,60,GrN-21276,NULL,S4170,NULL,NULL,1621
2550,UM,7535,45,GrN-6455,NULL,S3764,NULL,NULL,1620
2551,UM,7480,40,GrN-13748,NULL,S3567,NULL,NULL,1621
2552,UM,7465,50,GrN-6460,NULL,S3764,NULL,NULL,1620
2553,UM,7275,70,GrN-18779,NULL,S3156,NULL,NULL,1621
2554,UM,7110,30,GrN-15309,NULL,S1245,NULL,NULL,1621
2555,UM,7085,45,GrN-6458,NULL,S1337,charcoal,NULL,1690
2556,UM,6980,105,GrN-6085,NULL,S1287,charcoal,NULL,1825
2557,UM,6900,100,GrN-9189,NULL,S4381,charcoal,NULL,1824
2558,UM,6805,35,GrN-12010,NULL,S3549,charcoal,NULL,1824
2559,UM,6660,90,GrN-2418,NULL,S1259,charcoal,NULL,1689
2560,UM,6525,45,GrN-19328,NULL,S3472,charcoal,NULL,1824
2561,UM,6500,120,GrN-1597,NULL,S3983,NULL,NULL,1825
2562,UM,6345,45,GrN-6565,NULL,S1337,charcoal,NULL,1690
2563,UM,6240,50,GrN-18971,NULL,S1275,charcoal,NULL,1824
2564,EN,6200,150,GrN-423,ST,S3783,charcoal,NULL,1964
2565,LM,6195,45,GrN-7201,NULL,S4244,charcoal,NULL,1826
2566,EN,6100,140,GrN-320,ST,S3783,charcoal,NULL,1964
2567,EN,5790,190,GrN-422,ST,S3783,charcoal,NULL,1964
2568,UM,5390,50,GrN-12022,NULL,S1339,charcoal,NULL,1894
2569,UM,5380,40,GrN-5998,NULL,S2209,charcoal,NULL,1826
2571,NULL,5330,80,GrN-1660,NULL,S3783,peat,NULL,1964
2572,NULL,5230,100,GrN-21522,NULL,S1397,charcoal,NULL,1756
2573,NULL,5115,190,GrN-432,NULL,S1828,peat,NULL,1690
2574,NULL,4960,135,GrN-431,NULL,S1828,peat,NULL,1690
2575,NULL,4825,400,GrN-487,NULL,S1828,peat,NULL,1690
2576,NULL,4750,40,GrN-15315,NULL,S3197,NULL,NULL,1622
2577,NULL,4460,50,GrN-21388,NULL,S1397,charcoal,NULL,1756
2578,NULL,4410,55,GrN-7454,NULL,S1405,wood,Betula sp.,1759
2579,LN,4385,75,GrN-6683C,LARN2,S2605,charcoal,NULL,1756
2580,NULL,4385,60,GrN-6782,NULL,S4106,bone,NULL,1964
2581,NULL,4375,40,GrN-15568,NULL,S4168,charcoal,Quercus sp.,1896
2583,NULL,4235,45,GrN-6783,NULL,S4105,bone,NULL,1964
2584,LN,4195,120,GrN-330,EDEH1,S1778,charcoal,NULL,1757
2585,UN,4185,60,GrN-5069,NULL,S4065,wood,NULL,1621
2586,LN,4165,55,GrN-6129,EDEH1,S1778,charcoal,NULL,1757
2587,LN,4155,60,GrN-6688C,GINK1,S2016,charcoal,NULL,1757
2589,LN,4140,50,GrN-7802,MAAR1,S2884,charcoal,NULL,1756
2590,NULL,4070,85,GrN-4205,NULL,S3983,NULL,NULL,1825
2591,LN,4065,55,GrN-6712C,KWA1,S2450,charcoal,NULL,1826
2593,LN,4035,55,GrN-6128,WITR1,S4236,charcoal,NULL,1894
2595,LN,3965,150,GrN-381,WITR1,S4236,charcoal,NULL,1894
2596,LN,3955,50,GrN-5068,EEV1,S1781,plant macrofossils,Cereals,1689
2597,LN,3945,55,GrN-6650C,OOST1,S3198,human bone,Homo sapiens,1687
2598,EBA,3945,35,GrN-6152,BUIN1,S1392,charcoal,NULL,1690
2599,LN,3930,50,GrN-5295,BRNW1,S1341,peat,NULL,1619
2603,LN,3870,55,GrN-6687C,GINK1,S2016,charcoal,NULL,1757
2604,LN,3870,35,GrN-6643,ANNR1,S1088,charcoal,NULL,1621
2605,LN,3835,55,GrN-6856,MAND1,S2920,charcoal,NULL,1759
2606,LN,3820,45,GrN-6384,OTTO1,S3226,human bone,Homo sapiens,1824
2607,LN,3665,35,GrN-6261,HJN1,S2235,charcoal,NULL,1689
2608,EBA,3640,30,GrN-5176,ANGL1,S1084,charcoal,NULL,1690
2609,EBA,3620,35,GrN-5975,VELZ,S4130,peat,NULL,1755
2610,EBA,3565,40,GrN-6151,ELD1,S1817,charcoal,NULL,1823
2611,EBA,3560,40,GrN-5496,VAA1,S4097,charcoal,NULL,1757
2612,EBA,3490,35,GrN-5974,VELZ,S4130,peat,NULL,1755
2613,EBA,3450,45,GrN-6753C,SCHU1,S3696,charcoal,NULL,1621
2614,LN,3300,150,GrN-79,HJN1,S2235,charcoal,NULL,1689
2615,MN,2980,35,GrN-6316,KEUP1,S2384,charcoal,Quercus sp.,1895
2617,EN,6550,65,KN-2514,NIEWP,S3116,NULL,NULL,1930
2634,LMEN,6060,80,Bln-1814,LUP1,S2871,charcoal,NULL,1504
2645,LMEN,5730,45,Bln-1593,LUP1,S2871,charcoal,NULL,1504
2646,LN,5700,135,GrN-7692,SASP1,S7337,charcoal,NULL,2061
